flight_issues.flightnum,flight_issues.num_delays,flight_issues.avg_delay,flight_issues.total_delay,flight_issues.num_cancellations
838,781,28.346991037131883,22139,28
770,784,28.229591836734695,22132,31
1772,882,25.089569160997733,22129,25
1560,768,28.791666666666668,22112,17
999,865,25.56300578034682,22112,13
1123,905,24.426519337016575,22106,16
1669,749,29.5086782376502,22102,25
1582,749,29.502002670226968,22097,25
1608,774,28.520671834625322,22075,22
2184,652,33.829754601226995,22057,38
1035,848,25.99882075471698,22047,21
1814,831,26.51985559566787,22038,21
191,928,23.72198275862069,22014,18
162,1177,18.700084961767203,22010,28
1781,693,31.748917748917748,22002,23
641,986,22.29310344827586,21981,27
136,982,22.369653767820775,21967,22
1796,787,27.89707750952986,21955,14
442,956,22.956066945606693,21946,30
846,1096,20.02007299270073,21942,17
1941,888,24.69144144144144,21926,44
716,1056,20.738636363636363,21900,18
2300,594,36.84680134680135,21887,14
1777,786,27.826972010178118,21872,32
1222,853,25.6084407971864,21844,39
1246,914,23.88512035010941,21831,37
1874,1116,19.556451612903224,21825,32
1501,952,22.886554621848738,21788,13
1032,964,22.600622406639005,21787,20
264,850,25.62,21777,15
4325,540,40.32222222222222,21774,65
1658,737,29.507462686567163,21747,23
1071,839,25.912991656734206,21741,30
1616,845,25.706508875739644,21722,31
1525,739,29.378890392422193,21711,41
380,773,28.078913324708925,21705,18
307,1122,19.314616755793228,21671,26
877,834,25.961630695443645,21652,22
1636,674,32.12314540059347,21651,12
1792,676,32.014792899408285,21642,31
927,769,28.120936280884266,21625,31
1566,765,28.244444444444444,21607,6
1586,860,25.12093023255814,21604,23
1022,815,26.50674846625767,21603,43
54,810,26.66296296296296,21597,47
1680,753,28.664010624169986,21584,18
897,934,23.10813704496788,21583,25
582,1059,20.379603399433428,21582,31
4510,566,38.024734982332156,21522,54
1826,978,21.989775051124745,21506,20
992,845,25.446153846153845,21502,40
1511,721,29.819694868238557,21500,20
827,830,25.902409638554218,21499,31
1668,928,23.167025862068964,21499,25
1783,851,25.247943595769684,21486,70
1823,819,26.227106227106226,21480,30
4167,534,40.21161048689139,21473,49
430,890,24.125842696629213,21472,49
2390,982,21.861507128309572,21468,14
1480,1114,19.270197486535007,21467,25
671,895,23.982122905027932,21464,23
320,848,25.297169811320753,21452,25
561,914,23.466083150984684,21448,25
727,634,33.8186119873817,21441,15
2428,869,24.666283084004604,21435,8
338,1090,19.640366972477064,21408,32
222,1263,16.944576405384005,21401,18
1830,877,24.39338654503991,21393,22
1446,962,22.232848232848234,21388,37
123,1001,21.356643356643357,21378,42
968,821,26.015834348355664,21359,28
2540,915,23.334426229508196,21351,12
2669,464,45.952586206896555,21322,32
1585,794,26.84508816120907,21315,37
328,776,27.46520618556701,21313,18
1749,771,27.634241245136188,21306,25
2466,764,27.839005235602095,21269,12
1449,1086,19.570902394106813,21254,33
298,645,32.93798449612403,21245,9
1502,719,29.50347705146036,21213,33
1829,729,29.098765432098766,21213,25
247,951,22.303890641430073,21211,13
1877,910,23.2978021978022,21201,27
971,874,24.257437070938217,21201,24
4283,592,35.76858108108108,21175,23
502,815,25.96441717791411,21161,19
1958,704,30.053977272727273,21158,25
1437,858,24.634032634032636,21136,27
171,867,24.348327566320645,21110,27
1153,751,28.063914780292944,21076,29
1266,752,28.02526595744681,21075,28
1286,995,21.178894472361808,21073,29
1988,586,35.95221843003413,21068,18
413,788,26.717005076142133,21053,32
1614,761,27.64914586070959,21041,33
224,804,26.167910447761194,21039,34
2824,465,45.24516129032258,21039,14
1491,846,24.86761229314421,21038,23
1239,795,26.444025157232705,21023,19
718,838,25.058472553699286,20999,31
957,841,24.954815695600477,20987,29
2002,929,22.585575888051668,20982,24
923,738,28.43089430894309,20982,17
4371,478,43.89121338912134,20980,39
387,902,23.252771618625278,20974,35
2169,973,21.53956834532374,20958,25
1002,986,21.251521298174442,20954,17
4130,563,37.206039076376555,20947,72
1639,426,49.159624413145536,20942,23
377,853,24.53810082063306,20931,39
96,944,22.147245762711865,20907,8
1503,884,23.6368778280543,20895,11
1782,776,26.91881443298969,20889,34
1872,717,29.124128312412832,20882,21
2465,665,31.4,20881,9
1506,742,28.12533692722372,20869,27
1099,726,28.731404958677686,20859,42
114,894,23.329977628635348,20857,26
814,765,27.215686274509803,20820,19
1079,961,21.66389177939646,20819,24
1531,1037,20.04050144648023,20782,28
1077,772,26.90284974093264,20769,36
1056,692,29.99277456647399,20755,49
2056,577,35.892547660311955,20710,23
1741,731,28.33105335157319,20710,22
1667,849,24.372202591283862,20692,14
1660,708,29.194915254237287,20670,14
2151,788,26.22969543147208,20669,22
1626,808,25.574257425742573,20664,12
1105,698,29.554441260744987,20629,23
1383,441,46.682539682539684,20587,19
1789,764,26.93324607329843,20577,24
735,732,28.10655737704918,20574,27
2403,491,41.89613034623218,20571,17
168,960,21.426041666666666,20569,23
226,859,23.924330616996507,20551,26
1732,864,23.78125,20547,32
1193,728,28.218406593406595,20543,29
707,832,24.688701923076923,20541,26
665,778,26.394601542416453,20535,10
2517,528,38.88636363636363,20532,35
2820,445,46.1123595505618,20520,5
1063,799,25.65081351689612,20495,57
1553,761,26.90801576872536,20477,12
4142,502,40.78087649402391,20472,64
1556,794,25.758186397984886,20452,32
1940,708,28.865819209039547,20437,33
1486,746,27.38739946380697,20431,26
4274,573,35.6282722513089,20415,30
1738,743,27.433378196500673,20383,22
452,803,25.382316313823164,20382,27
2014,550,37.03272727272727,20368,39
1811,741,27.469635627530366,20355,23
1211,594,34.23063973063973,20333,21
821,716,28.37849162011173,20319,35
1852,897,22.620958751393534,20291,23
2093,720,28.169444444444444,20282,28
1224,945,21.453968253968252,20274,38
1686,677,29.935007385524372,20266,33
1570,845,23.966863905325443,20252,29
288,921,21.960912052117266,20226,21
760,546,37.03663003663004,20222,17
1393,691,29.25904486251809,20218,22
1867,754,26.811671087533156,20216,32
883,862,23.43967517401392,20205,34
1581,667,30.27136431784108,20191,16
1833,750,26.916,20187,23
4212,531,37.99623352165725,20176,51
4503,517,39.009671179883945,20168,26
4318,497,40.55734406438632,20157,38
2865,784,25.690051020408163,20141,4
1630,788,25.555837563451778,20138,28
1094,915,22.001092896174864,20131,40
1969,875,23.002285714285716,20127,23
1203,808,24.896039603960396,20116,28
74,898,22.393095768374163,20109,19
1537,618,32.49190938511327,20080,21
4323,475,42.24421052631579,20066,51
4217,582,34.41580756013746,20030,31
1496,536,37.35634328358209,20023,14
1621,770,25.94025974025974,19974,23
2341,580,34.432758620689654,19971,18
1871,991,20.143289606458122,19962,21
1999,502,39.7589641434263,19959,11
1339,957,20.850574712643677,19954,16
3460,465,42.86451612903226,19932,13
1258,756,26.34656084656085,19918,34
1198,652,30.54754601226994,19917,32
817,865,22.99884393063584,19894,27
1594,876,22.695205479452056,19881,18
1605,765,25.984313725490196,19878,17
1147,619,32.10177705977383,19871,40
1535,727,27.332874828060522,19871,24
839,748,26.56283422459893,19869,19
1475,821,24.18026796589525,19852,28
3780,626,31.664536741214057,19822,31
2243,533,37.18386491557223,19819,24
1735,888,22.31644144144144,19817,55
25,903,21.920265780730897,19794,70
1947,700,28.26142857142857,19783,16
872,608,32.50328947368421,19762,21
4210,462,42.714285714285715,19734,56
1573,683,28.874084919472914,19721,21
1280,1043,18.87727708533078,19689,28
400,871,22.59357060849598,19679,14
1472,855,23.009356725146198,19673,24
2574,590,33.31016949152542,19653,13
4175,464,42.3426724137931,19647,18
4250,494,39.74493927125506,19634,57
1540,665,29.52481203007519,19634,21
829,689,28.48766328011611,19628,17
1048,870,22.55862068965517,19626,38
1542,692,28.352601156069365,19620,23
1640,666,29.456456456456458,19618,41
959,632,31.037974683544302,19616,19
717,690,28.428985507246377,19616,14
165,845,23.202366863905326,19606,16
1344,479,40.91231732776618,19597,10
1711,739,26.510148849797023,19591,27
1483,668,29.311377245508982,19580,32
2899,453,43.16556291390729,19554,12
267,761,25.693823915900133,19553,9
1914,578,33.78373702422145,19527,28
1707,715,27.264335664335665,19494,20
451,745,26.138255033557048,19473,18
2073,748,26.0,19448,18
1855,746,26.01876675603217,19410,51
2250,608,31.855263157894736,19368,6
4398,517,37.43133462282398,19352,49
2038,812,23.82881773399015,19349,27
848,710,27.24225352112676,19342,26
2267,441,43.7891156462585,19311,11
2079,761,25.363994743758212,19302,18
326,830,23.253012048192772,19300,24
1007,816,23.643382352941178,19293,24
942,907,21.26901874310915,19291,41
4194,461,41.84164859002169,19289,34
1800,727,26.51031636863824,19273,10
68,717,26.87866108786611,19272,30
599,748,25.762032085561497,19270,26
2570,582,33.060137457044675,19241,14
383,762,25.23228346456693,19227,15
4276,524,36.68511450381679,19223,33
788,939,20.449414270500533,19202,21
1471,839,22.846245530393325,19168,40
901,717,26.73082287308229,19166,23
4248,541,35.41959334565619,19162,39
1700,886,21.585778781038375,19125,14
1701,766,24.9621409921671,19121,21
1527,842,22.673396674584325,19091,30
1716,831,22.968712394705175,19087,27
4122,484,39.40702479338843,19073,28
1694,827,23.061668681983072,19072,24
1715,631,30.20285261489699,19058,32
1078,811,23.49691738594328,19056,36
895,742,25.68059299191375,19055,31
1288,677,28.09010339734121,19017,42
174,850,22.368235294117646,19013,30
178,847,22.43801652892562,19005,12
869,700,27.13142857142857,18992,21
1405,858,22.064102564102566,18931,26
4537,546,34.65934065934066,18924,27
2124,529,35.773156899810964,18924,22
2004,971,19.45211122554068,18888,26
2335,396,47.66919191919192,18877,9
560,808,23.342821782178216,18861,17
1894,794,23.750629722921914,18858,29
1954,930,20.268817204301076,18850,15
1745,773,24.36869340232859,18837,27
1734,894,21.069351230425056,18836,17
4252,420,44.71666666666667,18781,20
1278,746,25.172922252010725,18779,16
1641,543,34.58011049723757,18777,56
1646,964,19.467842323651453,18767,55
1902,776,24.172680412371133,18758,42
1825,694,27.020172910662826,18752,11
1862,550,34.07636363636364,18742,25
1476,959,19.537017726798748,18736,22
1052,662,28.297583081571,18733,17
980,758,24.71240105540897,18732,12
2434,875,21.40457142857143,18729,4
1554,818,22.887530562347187,18722,22
1727,808,23.143564356435643,18700,48
1693,619,30.208400646203554,18699,14
1717,703,26.57894736842105,18685,25
2676,745,25.076510067114093,18682,14
1238,1015,18.400985221674876,18677,35
3260,327,57.091743119266056,18669,9
1744,737,25.28900949796472,18638,41
1132,653,28.51761102603369,18622,33
787,654,28.425076452599388,18590,8
2131,765,24.28235294117647,18576,38
4203,557,33.34470377019748,18573,67
1538,607,30.58484349258649,18565,18
2105,623,29.776886035313,18551,4
1543,698,26.567335243553007,18544,26
2030,764,24.269633507853403,18542,68
4178,591,31.370558375634516,18540,52
1986,635,29.179527559055117,18529,26
950,786,23.541984732824428,18504,33
1062,595,31.094117647058823,18501,21
2098,725,25.50758620689655,18493,16
2435,483,38.28778467908903,18493,7
1748,793,23.269861286254727,18453,21
4225,382,48.29057591623037,18447,26
4150,497,37.1046277665996,18441,34
1144,871,21.145809414466132,18418,23
2764,439,41.95444191343964,18418,4
916,616,29.88474025974026,18409,28
1197,857,21.480746791131857,18409,26
807,932,19.740343347639485,18398,48
822,938,19.595948827292112,18381,9
4280,468,39.23931623931624,18364,48
2461,754,24.346153846153847,18357,16
1579,759,24.160737812911727,18338,19
3209,357,51.29131652661064,18311,24
1677,580,31.551724137931036,18300,25
1648,704,25.970170454545453,18283,39
402,825,22.156363636363636,18279,27
1534,628,29.078025477707005,18261,34
1771,579,31.5146804835924,18247,15
1650,532,34.29135338345865,18243,33
3216,448,40.71205357142857,18239,56
1625,576,31.663194444444443,18238,15
1536,755,24.1523178807947,18235,28
719,578,31.541522491349482,18231,24
1820,709,25.713681241184766,18231,20
2000,763,23.892529488859765,18230,5
1190,755,24.10993377483444,18203,17
853,667,27.28935532233883,18202,17
929,745,24.43221476510067,18202,4
1645,601,30.277870216306155,18197,28
2484,664,27.39457831325301,18190,30
1610,716,25.38268156424581,18174,31
1973,709,25.62059238363893,18165,10
1567,595,30.5109243697479,18154,7
2032,802,22.629675810473817,18149,23
2445,650,27.92,18148,11
1214,717,25.309623430962343,18147,27
1530,718,25.25766016713092,18135,40
1060,658,27.54711246200608,18126,35
389,912,19.87171052631579,18123,18
1623,477,37.9643605870021,18109,43
4347,393,46.045801526717554,18096,35
1429,822,22.00243309002433,18086,7
1039,717,25.221757322175733,18084,19
1779,817,22.13096695226438,18081,20
947,677,26.685376661742986,18066,16
934,813,22.21279212792128,18059,14
1236,780,23.125641025641027,18038,34
1508,532,33.900375939849624,18035,17
4211,610,29.56393442622951,18034,39
1704,673,26.781575037147103,18024,16
1762,548,32.86496350364963,18010,18
1790,823,21.87606318347509,18004,25
4282,544,33.09375,18003,56
1455,737,24.42740841248304,18003,22
618,785,22.9171974522293,17990,31
4341,418,42.98803827751196,17969,47
1719,658,27.30243161094225,17965,17
2556,526,34.1425855513308,17959,5
1857,585,30.685470085470087,17951,19
1558,769,23.339401820546165,17948,21
4193,508,35.31496062992126,17940,32
1691,610,29.40327868852459,17936,25
2078,627,28.593301435406698,17928,26
1793,767,23.358539765319428,17916,11
1856,970,18.463917525773194,17910,49
1490,786,22.77480916030534,17901,41
943,603,29.686567164179106,17901,13
2027,663,26.995475113122172,17898,24
2015,756,23.673280423280424,17897,24
2120,644,27.76552795031056,17881,36
1521,965,18.524352331606217,17876,36
907,556,32.14568345323741,17873,9
1848,640,27.909375,17862,9
2206,821,21.751522533495738,17858,14
1878,560,31.8875,17857,19
4265,535,33.358878504672894,17847,24
265,601,29.63727121464226,17812,21
1443,798,22.31954887218045,17811,20
2094,646,27.557275541795665,17802,26
949,816,21.79901960784314,17788,14
1438,774,22.96511627906977,17775,45
2701,514,34.5739299610895,17771,6
1759,630,28.195238095238096,17763,23
4327,441,40.24263038548753,17747,22
1821,779,22.77920410783055,17745,21
1742,467,37.96359743040685,17729,20
53,804,22.019900497512438,17704,40
1785,954,18.554507337526207,17701,17
1058,708,24.99576271186441,17697,31
1875,494,35.82388663967611,17697,19
4531,449,39.4097995545657,17695,40
2731,690,25.604347826086958,17667,7
931,658,26.80851063829787,17640,21
255,784,22.494897959183675,17636,19
4295,418,42.07655502392345,17588,28
828,648,27.132716049382715,17582,24
79,665,26.434586466165413,17579,19
1609,671,26.18628912071535,17571,41
2841,464,37.82327586206897,17550,8
1864,771,22.750972762645915,17541,30
2076,548,31.998175182481752,17535,35
951,826,21.21912832929782,17527,19
2373,515,34.011650485436896,17516,15
2075,732,23.896174863387976,17492,22
2104,615,28.427642276422763,17483,16
2058,784,22.29591836734694,17480,22
2372,654,26.70336391437309,17464,45
2550,530,32.93962264150943,17458,19
2613,462,37.78138528138528,17455,11
2088,549,31.770491803278688,17442,26
752,685,25.44963503649635,17433,24
2080,603,28.880597014925375,17415,20
1801,799,21.79474342928661,17414,20
1997,603,28.86898839137645,17408,20
2099,547,31.80621572212066,17398,18
619,632,27.525316455696203,17396,30
2360,512,33.8984375,17356,19
2874,295,58.820338983050846,17352,13
2454,357,48.593837535014,17348,5
4349,406,42.652709359605915,17317,31
89,686,25.208454810495628,17293,22
1649,538,32.139405204460964,17291,12
6181,493,35.038539553752535,17274,31
1557,503,34.33996023856859,17273,25
1428,748,23.068181818181817,17255,19
4355,456,37.83114035087719,17251,36
1539,543,31.67587476979742,17200,21
2497,568,30.2693661971831,17193,8
754,859,19.9976717112922,17178,39
1786,644,26.669254658385093,17175,26
1983,512,33.50390625,17154,22
1794,653,26.25114854517611,17142,12
1784,740,23.16216216216216,17140,46
4177,510,33.6,17136,18
1664,665,25.762406015037595,17132,28
1673,560,30.585714285714285,17128,12
286,704,24.328125,17127,4
1612,615,27.829268292682926,17115,42
2230,537,31.86219739292365,17110,7
1812,464,36.83405172413793,17091,13
940,630,27.117460317460317,17084,37
2364,353,48.331444759206796,17061,21
1860,795,21.446540880503143,17050,14
1505,617,27.60940032414911,17035,10
1927,383,44.469973890339425,17032,36
88,723,23.543568464730292,17022,14
2050,582,29.240549828178693,17018,3
4550,415,41.0,17015,13
613,490,34.7,17003,7
979,633,26.81358609794629,16973,40
1763,733,23.15006821282401,16969,31
1976,633,26.799368088467613,16964,9
1469,741,22.87854251012146,16953,23
1810,512,33.078125,16936,20
1356,690,24.533333333333335,16928,10
1555,575,29.43130434782609,16923,30
80,517,32.70793036750484,16910,20
4163,359,47.089136490250695,16905,11
1858,748,22.5975935828877,16903,20
4534,499,33.86573146292585,16899,31
4208,398,42.45477386934673,16897,35
2383,346,48.820809248554916,16892,34
1213,511,33.05088062622309,16889,34
1897,548,30.777372262773724,16866,17
4380,396,42.553030303030305,16851,51
1893,523,32.20650095602294,16844,13
2692,486,34.584362139917694,16808,4
2711,579,29.02417962003454,16805,7
1853,619,27.137318255250403,16798,15
2062,675,24.882962962962964,16796,45
1041,716,23.446927374301676,16788,21
1706,700,23.975714285714286,16783,22
2036,659,25.465857359635812,16782,27
1977,655,25.581679389312978,16756,11
2473,512,32.7109375,16748,18
4260,492,34.02845528455285,16742,43
4394,381,43.93175853018373,16738,37
974,696,24.041666666666668,16733,30
512,816,20.504901960784313,16732,46
2575,574,29.125435540069688,16718,30
1462,615,27.08780487804878,16659,43
941,549,30.30783242258652,16639,24
4619,516,32.24418604651163,16638,22
2410,424,39.193396226415096,16618,15
1708,587,28.29471890971039,16609,29
1780,674,24.62908011869436,16600,49
2052,794,20.904282115869016,16598,32
1551,602,27.569767441860463,16597,18
2125,654,25.374617737003057,16595,18
1737,588,28.21938775510204,16593,26
990,707,23.444130127298443,16575,21
2451,475,34.873684210526314,16565,13
2521,448,36.96205357142857,16559,12
1456,746,22.195710455764075,16558,26
2029,603,27.456053067993366,16556,38
2003,532,31.11842105263158,16555,37
2110,574,28.8397212543554,16554,23
1758,614,26.933224755700326,16537,18
1331,614,26.91042345276873,16523,5
1067,679,24.298969072164947,16499,32
2422,578,28.536332179930795,16494,29
4053,532,30.992481203007518,16488,22
173,583,28.2778730703259,16486,18
1657,413,39.91525423728814,16485,15
2286,388,42.43814432989691,16466,16
1073,618,26.606796116504853,16443,15
1838,642,25.60747663551402,16440,22
975,607,27.079077429983524,16437,23
4378,380,43.23947368421052,16431,22
2218,498,32.9859437751004,16427,17
2240,440,37.288636363636364,16407,20
4517,378,43.402116402116405,16406,30
4131,433,37.8891454965358,16406,24
3931,533,30.76923076923077,16400,32
1562,659,24.836115326251896,16367,18
1979,529,30.935727788279774,16365,14
1915,711,22.984528832630097,16342,30
1516,597,27.326633165829147,16314,18
1088,708,22.997175141242938,16282,31
1991,606,26.854785478547853,16274,30
1854,538,30.243494423791823,16271,17
34,792,20.53030303030303,16260,34
498,649,25.050847457627118,16258,22
1870,781,20.807938540332906,16251,22
1444,713,22.778401122019634,16241,17
1917,640,25.3703125,16237,30
78,865,18.75722543352601,16225,23
4299,408,39.75735294117647,16221,30
4169,377,42.9893899204244,16207,15
1053,665,24.354887218045114,16196,30
4172,438,36.9634703196347,16190,29
4621,538,30.0817843866171,16184,25
2010,550,29.39090909090909,16165,7
4648,361,44.742382271468145,16152,38
155,796,20.29145728643216,16152,9
4465,435,37.10574712643678,16141,40
2205,522,30.89272030651341,16126,4
2453,476,33.846638655462186,16111,5
1392,375,42.94133333333333,16103,25
899,567,28.361552028218696,16081,6
1882,774,20.75968992248062,16068,32
2443,635,25.288188976377953,16058,12
1962,612,26.235294117647058,16056,23
4313,538,29.8271375464684,16047,15
2396,365,43.94794520547945,16041,11
1965,680,23.58823529411765,16040,42
1335,353,45.43059490084986,16037,20
3982,518,30.955598455598455,16035,29
2244,498,32.16265060240964,16017,19
4646,395,40.516455696202534,16004,19
1843,644,24.822981366459626,15986,28
2196,544,29.34926470588235,15966,5
1497,670,23.80597014925373,15950,9
2147,344,46.34593023255814,15943,10
1663,610,26.027868852459015,15877,17
4693,456,34.77850877192982,15859,30
919,548,28.888686131386862,15831,13
6183,583,27.149228130360207,15828,58
2016,708,22.348870056497177,15823,30
2022,593,26.66779089376054,15814,51
4301,477,33.123689727463315,15800,24
2480,390,40.49230769230769,15792,8
1254,878,17.97608200455581,15783,29
2103,535,29.422429906542057,15741,27
4171,383,41.08093994778068,15734,23
1006,732,21.489071038251367,15730,31
1104,716,21.95949720670391,15723,22
2039,642,24.489096573208723,15722,33
1420,678,23.184365781710916,15719,25
724,783,20.039591315453386,15691,16
4337,373,42.0402144772118,15681,35
1945,473,33.0507399577167,15633,9
4232,348,44.90229885057471,15626,26
2653,485,32.14226804123712,15589,13
774,716,21.751396648044693,15574,16
2376,615,25.31869918699187,15571,48
1881,626,24.869009584664536,15568,25
1681,578,26.91695501730104,15558,15
1898,680,22.866176470588236,15549,14
1755,765,20.31764705882353,15543,43
2306,461,33.6941431670282,15533,10
1933,503,30.870775347912524,15528,18
2659,697,22.24390243902439,15504,
5028,429,36.05594405594405,15468,41
1628,575,26.88869565217391,15461,25
1045,643,24.04199066874028,15459,12
1401,775,19.94322580645161,15456,21
492,647,23.88562596599691,15454,33
1662,604,25.54139072847682,15427,47
2162,552,27.94746376811594,15427,18
2459,482,32.0,15424,8
1148,627,24.586921850079744,15416,19
1291,626,24.623003194888177,15414,22
1696,608,25.31578947368421,15392,18
996,565,27.235398230088496,15388,55
2009,570,26.970175438596492,15373,52
2223,561,27.381461675579324,15361,23
1806,630,24.366666666666667,15351,10
1500,547,28.062157221206583,15350,17
4204,411,37.29440389294404,15328,43
3454,416,36.83653846153846,15324,26
4540,399,38.38095238095238,15314,19
2231,644,23.774844720496894,15311,9
1005,749,20.427236315086784,15300,25
4463,455,33.61098901098901,15293,34
1887,538,28.397769516728623,15278,11
5256,335,45.55820895522388,15262,33
6182,647,23.576506955177745,15254,36
1873,526,28.982889733840302,15245,11
2019,632,24.09493670886076,15228,31
2199,380,40.055263157894736,15221,17
961,714,21.29971988795518,15208,15
963,490,30.983673469387757,15182,37
638,716,21.19413407821229,15175,42
3941,533,28.45028142589118,15164,17
1049,572,26.50874125874126,15163,18
1775,567,26.73721340388007,15160,30
777,565,26.831858407079647,15160,5
3992,652,23.242331288343557,15154,24
4190,413,36.68523002421308,15151,70
2333,630,24.030158730158732,15139,19
2302,429,35.24941724941725,15122,23
2090,636,23.77201257861635,15119,11
1643,524,28.82442748091603,15104,29
4645,471,32.06581740976645,15103,53
2160,604,25.003311258278146,15102,28
1896,472,31.947033898305083,15079,15
1460,479,31.432150313152402,15056,24
2046,684,21.985380116959064,15038,27
1675,669,22.47832585949178,15038,20
1827,596,25.216442953020135,15029,23
2816,441,34.06575963718821,15023,12
5803,480,31.260416666666668,15005,50
4238,348,43.10919540229885,15002,39
1935,716,20.945530726256983,14997,29
147,743,20.180349932705248,14994,73
1931,729,20.545953360768177,14978,31
4573,464,32.23922413793103,14959,24
4180,497,30.09456740442656,14957,37
1851,640,23.328125,14930,27
991,539,27.697588126159555,14929,34
1904,515,28.97864077669903,14924,21
1513,410,36.392682926829266,14921,10
4539,440,33.9,14916,22
2350,525,28.409523809523808,14915,1
4644,500,29.814,14907,18
985,588,25.289115646258505,14870,14
2149,445,33.40449438202247,14865,24
3794,493,30.148073022312374,14863,28
997,662,22.41238670694864,14837,25
984,596,24.889261744966444,14834,16
972,652,22.737730061349694,14825,28
2379,285,52.01052631578948,14823,6
2402,501,29.57884231536926,14819,8
1808,720,20.558333333333334,14802,9
1100,649,22.796610169491526,14795,16
1571,725,20.40137931034483,14791,22
4590,333,44.38138138138138,14779,28
1912,798,18.50877192982456,14770,30
1746,687,21.4919941775837,14765,26
674,508,29.06496062992126,14765,14
4126,475,31.082105263157896,14764,56
1709,584,25.263698630136986,14754,38
1768,524,28.135496183206108,14743,14
4140,447,32.97315436241611,14739,39
4154,448,32.870535714285715,14726,25
4529,374,39.35828877005348,14720,23
2043,560,26.226785714285715,14687,30
72,819,17.927960927960928,14683,25
811,678,21.653392330383483,14681,24
967,874,16.780320366132724,14666,15
4173,391,37.42710997442455,14634,15
2047,612,23.91013071895425,14633,33
2085,562,25.983985765124554,14603,12
4633,480,30.385416666666668,14585,63
1841,657,22.184170471841703,14575,21
2931,514,28.348249027237355,14571,9
876,685,21.264233576642336,14566,20
4336,406,35.86206896551724,14560,56
1756,496,29.31048387096774,14538,24
2301,566,25.681978798586574,14536,11
4670,377,38.53050397877984,14526,13
2086,568,25.56338028169014,14520,21
4124,426,34.07746478873239,14517,37
1642,636,22.80188679245283,14502,33
1697,436,33.25229357798165,14498,27
1695,643,22.524105754276828,14483,15
1459,640,22.6265625,14481,20
1337,635,22.792125984251967,14473,6
4617,380,38.03157894736842,14452,29
2257,697,20.70731707317073,14433,13
6191,361,39.97506925207756,14431,21
1544,634,22.735015772870664,14414,29
2781,461,31.22993492407809,14397,17
2594,373,38.58176943699732,14391,6
1911,549,26.193078324225866,14380,17
1550,735,19.561904761904763,14378,21
4224,480,29.954166666666666,14378,21
3951,544,26.408088235294116,14366,19
955,613,23.435562805872756,14366,12
4153,405,35.407407407407405,14340,47
2111,501,28.572854291417165,14315,8
2943,331,43.19939577039275,14299,26
1334,603,23.708126036484245,14296,4
1439,792,18.03409090909091,14283,25
2706,535,26.633644859813085,14249,13
1458,748,19.044117647058822,14245,12
1678,610,23.334426229508196,14234,22
1831,684,20.76608187134503,14204,28
4379,342,41.526315789473685,14202,25
2266,455,31.21098901098901,14201,11
1684,427,33.25526932084309,14200,14
4264,334,42.47305389221557,14186,48
4307,431,32.82830626450116,14149,30
4395,403,35.07196029776675,14134,20
2708,546,25.884615384615383,14133,7
2880,509,27.76424361493124,14132,2
1690,701,20.14835948644793,14124,14
2145,443,31.83295711060948,14102,13
56,647,21.771251931993817,14086,10
2774,318,44.29245283018868,14085,22
4106,375,37.56,14085,17
2455,239,58.85774058577406,14067,4
2042,641,21.911076443057723,14045,35
3955,511,27.46379647749511,14034,24
5167,327,42.896024464831804,14027,17
2754,639,21.93114241001565,14014,4
915,617,22.703403565640194,14008,21
2387,341,41.07624633431085,14007,16
4423,409,34.24694376528117,14007,13
4406,336,41.595238095238095,13976,64
1559,692,20.183526011560694,13967,20
4145,366,38.11748633879781,13951,21
1374,367,38.002724795640326,13947,17
4290,346,40.30346820809248,13945,25
1824,487,28.61806981519507,13937,16
981,539,25.84601113172542,13931,16
4271,374,37.219251336898395,13920,21
1482,536,25.953358208955223,13911,30
4512,328,42.36585365853659,13896,26
396,737,18.85481682496608,13896,14
1943,654,21.244648318042813,13894,13
92,670,20.72686567164179,13887,8
1665,609,22.79146141215107,13880,29
1440,570,24.33684210526316,13872,10
2041,560,24.758928571428573,13865,29
2238,612,22.633986928104576,13852,36
132,690,20.057971014492754,13840,22
2916,632,21.852848101265824,13811,22
1504,581,23.757314974182442,13803,10
5584,360,38.333333333333336,13800,12
2840,641,21.52886115444618,13800,11
2187,646,21.357585139318886,13797,21
213,355,38.83380281690141,13786,7
2412,346,39.81791907514451,13777,20
4127,394,34.95685279187817,13773,42
1634,584,23.580479452054796,13771,22
4231,328,41.957317073170735,13762,52
1951,557,24.69479353680431,13755,13
3948,587,23.425894378194208,13751,41
4001,433,31.74364896073903,13745,15
4320,371,36.99460916442049,13725,26
4244,501,27.387225548902194,13721,25
1876,634,21.641955835962143,13721,18
1845,545,25.157798165137613,13711,20
4691,376,36.444148936170215,13703,21
4206,409,33.50122249388753,13702,44
1797,512,26.759765625,13701,33
4363,381,35.960629921259844,13701,21
1866,689,19.854862119013063,13680,18
917,445,30.719101123595507,13670,15
1909,485,28.17319587628866,13664,8
1752,541,25.20517560073937,13636,23
1747,536,25.436567164179106,13634,20
6184,541,25.175600739371536,13620,30
4306,448,30.390625,13615,49
93,488,27.829918032786885,13581,10
3949,429,31.64801864801865,13577,19
3257,365,37.19178082191781,13575,26
4052,439,30.895216400911163,13563,35
4441,518,26.179536679536678,13561,32
3398,245,55.25714285714286,13538,32
939,676,20.025147928994084,13537,23
2822,497,27.2374245472837,13537,10
